0.056763,0.005882,-0.064293,0.082135,0.069263,-0.047332,0.033937,-0.054126,-0.032085,0.033389,-0.049397,0.052605,0.066869,-0.052446,-0.063278,-0.059434,-0.052998,0.005305,0.026208,0.028522,-0.064618,-0.032827,0.070529,0.068677,0.014830,-0.029157,-0.005286,0.057671,0.080939,0.053239,0.060375,0.009959,-0.064089,-0.034742,-0.058774,-0.027002,-0.079462,0.011517,0.071129,-0.079745,-0.063189,0.054158,0.053931,0.012919,-0.058795,0.068918,0.058741,-0.080709,-0.038215,0.006445,-0.078505,-0.007802,0.081605,-0.051521,-0.078687,-0.044793,-0.019657,0.046189,0.009883,0.045673,0.067402,0.026028,0.065430,-0.039466
-0.062794,0.022598,-0.028475,0.012716,0.074642,0.033693,0.017897,0.057801,0.079136,0.052504,-0.009334,0.031189,-0.005720,-0.061608,0.021521,0.067099,-0.045396,-0.035347,-0.018775,0.060649,0.058834,-0.029016,-0.040967,0.021297,-0.049251,-0.036611,0.042378,0.057695,0.046334,-0.006776,-0.034280,-0.038660,0.032017,-0.024874,0.039148,-0.072460,-0.036678,0.003379,-0.055635,0.045804,-0.002094,0.049089,-0.022815,0.051167,0.068773,0.041209,0.018537,0.040493,-0.025083,0.080717,-0.039507,-0.057468,-0.009571,-0.045049,-0.075867,-0.077339,-0.015220,-0.013119,0.084115,0.018386,0.035073,0.026498,0.017370,-0.064133
0.019711,-0.038855,-0.041644,-0.024640,0.041751,0.026531,0.043754,-0.062803,-0.060625,-0.012443,-0.005578,-0.068147,-0.008825,-0.068792,0.040657,0.023484,-0.006946,0.067520,0.065877,-0.055396,0.004496,-0.057261,-0.053634,-0.014632,-0.042716,0.016973,-0.072482,-0.011977,-0.077758,-0.005788,-0.068346,-0.069415,-0.080098,0.059101,-0.065516,-0.014264,-0.013363,0.074795,0.079750,0.015123,0.034607,0.047017,-0.036575,0.056359,0.005827,0.057358,0.051879,0.014364,0.025636,0.017069,0.002259,-0.069647,0.023763,0.022638,-0.082146,0.030384,0.082761,-0.039976,-0.059578,-0.012175,-0.019865,-0.003360,-0.079394,-0.011689
0.074509,0.065019,-0.048007,-0.031101,0.027409,0.065206,0.074610,0.008475,0.017028,-0.004391,-0.046048,-0.051935,-0.013302,-0.048398,-0.064108,0.057336,-0.036437,0.065090,-0.034679,-0.049312,0.001184,-0.082810,-0.076017,-0.039596,-0.034732,0.037979,-0.016687,-0.026071,0.012873,-0.033638,-0.032192,0.045809,-0.036796,-0.016230,-0.054395,-0.049404,-0.026975,0.083021,0.070327,0.019436,0.033325,0.023239,0.015307,0.025269,-0.063452,0.083521,0.020059,-0.030348,-0.018190,-0.007965,-0.043368,-0.003249,0.079773,-0.031844,0.066717,0.079122,-0.045164,0.073856,0.081607,0.038394,0.012230,0.079722,0.075107,0.050379
-0.003014,-0.043735,0.017499,0.040237,-0.076623,0.083668,0.080795,0.051816,0.070637,0.053750,0.001303,0.042341,0.082763,0.007708,0.067561,-0.018214,-0.032205,-0.072185,-0.040496,0.076381,-0.009726,-0.005750,-0.004662,0.075413,0.042313,0.076674,0.079273,0.034053,-0.052823,0.073794,0.030459,0.038759,0.067582,0.052134,-0.020774,0.008540,0.030407,-0.023975,0.054508,-0.016189,-0.064441,0.019932,-0.036778,-0.048818,0.080856,-0.048378,0.060580,0.044720,0.007983,-0.063269,-0.083507,-0.014640,0.052396,0.023104,0.005640,-0.081333,-0.048543,-0.042150,0.036690,-0.077481,-0.002854,0.015615,0.033837,-0.073378
-0.005054,-0.067247,-0.071887,0.082880,-0.027102,-0.006752,0.073596,-0.064627,-0.033859,-0.014308,0.059625,-0.077510,0.073212,0.078822,0.030407,0.060892,0.026145,0.043948,0.076754,-0.028720,-0.006514,-0.024871,-0.018258,0.045144,0.007612,-0.046080,0.020738,-0.067901,-0.009241,0.082816,0.024395,0.035408,0.010501,-0.039529,-0.040691,-0.053759,-0.055525,0.044325,-0.048727,-0.030600,0.052606,0.072477,0.002457,0.029940,-0.020136,-0.060673,-0.062865,-0.032845,-0.078021,-0.065268,-0.000060,-0.061208,0.031604,0.058942,0.047719,-0.040170,0.043456,0.081945,0.004353,-0.008195,0.068355,-0.051926,-0.062781,-0.062488
-0.054917,0.060159,0.077317,-0.066677,0.054055,-0.032806,0.057559,-0.028531,0.082748,-0.068114,0.064527,-0.003243,-0.000715,0.040317,0.015654,-0.035529,0.005093,0.057019,-0.060630,-0.024790,-0.074142,-0.004495,-0.077009,-0.059887,-0.051027,-0.037301,0.053142,0.079647,0.077598,0.040040,0.021101,0.024235,0.073779,-0.028895,-0.055910,0.047285,-0.053133,0.058432,0.080964,-0.083298,0.072481,-0.038425,0.066733,0.051350,0.017053,0.000324,0.031495,-0.005200,-0.041917,-0.052009,0.079126,0.011476,0.020097,0.073457,0.051402,0.074663,0.075729,-0.041398,-0.035286,0.074540,0.079127,0.021337,0.059679,0.070482
0.054756,0.082514,-0.062718,0.052088,-0.060561,-0.080486,-0.077888,-0.062513,0.072187,-0.038725,-0.074716,-0.029034,-0.070455,-0.052171,0.036594,-0.072727,-0.062450,0.022969,0.049983,-0.062951,-0.018485,0.079221,0.061285,-0.055807,-0.025888,0.072860,-0.022789,0.079163,0.013188,-0.031768,-0.046070,-0.013906,0.061405,-0.010354,-0.010107,0.062844,0.054617,0.078231,-0.019905,-0.028577,-0.010263,-0.054670,0.037009,-0.068220,0.058606,-0.000023,-0.064583,-0.043798,-0.003832,-0.071677,-0.065328,-0.038955,0.016512,-0.011406,-0.029981,-0.055501,-0.065972,0.038162,-0.000228,-0.025035,-0.072660,0.082113,-0.047541,0.075564
-0.055436,0.071966,0.066134,0.007975,0.055634,0.064185,0.001172,-0.026907,-0.073835,-0.084007,0.027763,-0.031656,0.068001,0.075203,-0.077904,0.016357,0.037944,0.037676,0.061897,0.013440,-0.005862,0.040959,-0.021469,-0.019408,0.038571,0.057789,0.037464,0.054912,-0.015504,-0.078298,0.053576,-0.004135,0.074526,-0.033851,0.056657,0.047432,0.031861,-0.009719,-0.079059,0.016883,0.046670,0.078511,0.000813,-0.015768,0.061826,0.070720,0.070146,-0.071962,0.030116,-0.027593,-0.007966,-0.026217,-0.051239,0.033647,0.010258,0.039720,0.019519,-0.047012,0.048565,-0.082555,-0.041865,-0.042080,0.051399,0.018758
0.032297,0.002846,0.045470,0.023384,-0.075659,0.065832,-0.052461,0.055307,0.039674,0.003194,-0.035893,0.081862,0.057443,-0.063241,-0.003236,0.055997,0.003277,0.012911,0.065653,0.016358,-0.021771,0.067229,0.041512,-0.062899,-0.064676,0.083494,-0.032604,0.077383,0.015749,-0.060799,-0.047675,-0.011076,0.009352,-0.068337,-0.057159,-0.005282,0.079257,-0.023819,0.034824,-0.034833,0.017472,-0.028725,0.012995,0.048205,-0.068082,-0.042263,0.083088,0.083934,0.030408,-0.057176,-0.033576,0.027377,-0.073462,0.004416,0.053722,0.070784,0.010213,0.074853,-0.036125,-0.080098,-0.015128,0.009913,0.056375,0.043714
0.031819,0.052648,0.010951,-0.079258,-0.033402,-0.072246,-0.059777,-0.009058,-0.055258,0.041958,0.055692,0.018283,0.075335,0.054379,0.065519,-0.069923,-0.036086,0.017216,-0.038587,0.069057,-0.045845,-0.001734,-0.042838,-0.070541,0.002386,0.073982,-0.003370,0.077315,0.067625,-0.082993,0.028668,-0.075228,-0.051268,0.022025,-0.046716,-0.074924,0.082627,-0.021721,0.006957,0.001922,-0.001642,0.074091,0.030797,-0.006324,-0.042946,-0.082300,-0.040358,-0.021574,-0.055145,0.020316,-0.050464,-0.025062,-0.034473,0.059165,-0.018325,0.026170,0.069653,-0.012017,-0.038837,0.061685,-0.055281,0.002730,-0.057365,-0.038163
0.049206,0.051743,-0.064307,-0.078740,-0.048473,-0.044335,-0.051312,-0.028719,0.028945,-0.006257,0.076863,0.076518,0.066201,0.010986,0.023326,-0.053998,-0.052881,0.042138,-0.008069,0.045894,0.034431,0.054064,0.057333,-0.060801,0.050172,0.026266,-0.042224,0.013882,0.007456,0.022271,0.044598,0.026096,-0.037465,0.058356,-0.042516,0.015607,-0.028128,-0.032679,-0.009239,-0.030845,0.002403,-0.064199,-0.036423,0.008574,-0.049144,0.037560,0.026580,0.003999,0.060828,0.035117,0.071143,-0.009331,-0.044633,-0.070560,0.024050,-0.036288,0.073839,0.010706,0.007129,0.027490,0.046262,0.044359,0.000087,-0.070852
